verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
limit,visit,limit visit,100,Not found,Not found,Not found,3.92,5,3,204.08,327.1,373.4,400.14,0,1,17,95
line,basket,line basket,100,1047,5.6,basket lined,5.0,4,6,92.968,137.82,159.48,172.87,0,1,3,88
line,can,line can,100,Not found,Not found,Not found,4.55,6,6,58.316,89.046,104.16,112.97,0,1,3,83
line,throat,line throat,100,Not found,Not found,Not found,4.97,4,6,78.256,118.6,144.46,163.8,0,1,3,82
linger,doubt,linger doubt,100,5279,6.94,lingering doubts,1.79,2,5,158.05,239.27,270.23,288.3,0,1,4,88
linger,fear,linger fear,100,1898,5.73,lingering fear,2.57,3,5,208.48,300.15,342.67,365.02,0,1,4,97
linger,question,linger question,100,8008,4.93,lingering questions,3.36,6,5,211.73,299.72,335.13,354.36,0,1,4,94
linger,resentment,linger resentment,100,1044,7.16,lingering resentment,1.78,1,5,65.466,105.55,126.74,139.17,0,1,4,51
link,abuse,link abuse,100,Not found,Not found,Not found,2.71,3,4,95.851,150.62,181.18,201.53,0,1,8,92
link,account,link account,100,18433,7.09,accounts linked,3.08,10,4,210.91,294.5,321.83,335.52,0,1,8,98
link,brain,link brain,100,Not found,Not found,Not found,4.69,5,4,120.31,177.7,212.37,233.34,0,1,8,91
link,disease,link disease,100,4720,5.51,diseases linked,3.45,1,4,102.9,195.33,244.79,273.82,0,1,8,93
link,document,link document,100,6370,5.57,linked document,4.41,4,4,158.9,245.28,277.4,295.0,0,1,8,94
link,story,link story,100,8368,4.9,linked stories,3.3,6,4,197.18,328.22,376.06,402.62,0,1,8,98
link,terrorist,link terrorist,100,Not found,Not found,Not found,3.64,1,4,85.007,132.96,160.49,178.63,0,1,8,90
link,thread,link thread,100,3783,5.4,linked thread,4.83,4,4,107.65,151.12,168.96,178.79,0,1,8,94
liquidate,asset,liquidate asset,100,5865,7.3,liquidate assets,2.92,1,4,117.12,175.48,205.56,224.4,0,1,2,91
liquidate,debt,liquidate debt,100,1283,5.59,liquidate the debt,2.72,3,4,95.713,138.45,158.61,175.87,0,1,2,88
list,area,list area,100,12005,5.29,areas listed,3.72,6,5,263.68,404.24,463.02,501.91,0,1,10,88
list,asset,list asset,100,Not found,Not found,Not found,2.92,1,5,117.12,175.48,205.56,224.4,0,1,10,91
list,building,list building,100,29668,7.42,listed building,4.64,4,5,193.2,298.76,338.74,361.38,0,1,10,95
list,document,list document,100,7212,5.42,documents listed,4.41,4,5,158.9,245.28,277.4,295.0,0,1,10,94
list,expense,list expense,100,Not found,Not found,Not found,2.57,3,5,166.21,247.22,277.52,295.84,0,1,10,87
list,house,list house,100,9626,5.65,house was listed,5.0,12,5,207.43,310.94,359.63,394.2,0,1,10,94
list,player,list player,100,9108,5.41,players listed,4.15,5,5,226.69,338.56,382.77,407.1,0,1,10,94
list,project,list project,100,10171,5.26,projects listed,3.62,2,5,170.17,284.97,344.87,374.52,0,1,10,90
list,question,list question,100,6197,4.14,questions listed,3.36,6,5,211.73,299.72,335.13,354.36,0,1,10,94
list,winner,list winner,100,Not found,Not found,Not found,3.21,3,5,161.86,268.28,315.83,341.99,0,1,10,92
litter,ground,litter ground,100,3765,6.19,littered the ground,4.77,11,3,207.06,291.84,324.49,350.64,0,1,1,89
live,document,live document,100,6852,5.05,is a living document,4.41,4,7,158.9,245.28,277.4,295.0,0,1,13,94
live,door,live door,100,28765,7.12,lived next door,4.81,5,7,145.33,240.25,284.65,309.98,0,1,13,99
live,dream,live dream,100,38233,7.81,living the dream,2.6,6,7,147.1,213.55,239.31,254.22,0,1,13,93
live,flesh,live flesh,100,Not found,Not found,Not found,4.59,3,7,117.07,169.48,189.27,199.45,0,1,13,80
live,fossil,live fossil,100,Not found,Not found,Not found,4.9,2,7,82.179,119.57,136.28,145.49,0,1,13,36
live,history,live history,100,12078,5.77,living history,2.96,5,7,244.12,342.42,382.02,402.74,0,1,13,98
live,hope,live hope,100,Not found,Not found,Not found,1.25,6,7,166.95,241.91,272.45,287.77,0,1,13,93
live,joy,live joy,100,Not found,Not found,Not found,2.37,2,7,107.12,161.36,189.58,205.58,0,1,13,88
live,myth,live myth,100,Not found,Not found,Not found,2.17,1,7,129.8,193.08,219.75,234.87,0,1,13,90
live,passion,live passion,100,Not found,Not found,Not found,2.3,7,7,119.78,201.4,232.88,253.47,0,1,13,95
live,rock,live rock,100,Not found,Not found,Not found,4.91,7,7,225.91,320.78,360.6,382.06,0,1,13,90
live,situation,live situation,100,7816,5.24,living situation,2.03,5,7,186.49,274.89,314.53,332.46,0,1,13,98
live,stone,live stone,100,Not found,Not found,Not found,4.72,13,7,159.19,242.89,279.87,302.48,0,1,13,91
load,basket,load basket,100,Not found,Not found,Not found,5.0,4,5,92.968,137.82,159.48,172.87,0,1,7,88
load,boat,load boat,100,4408,6.13,boat loaded,4.93,2,5,139.06,231.66,280.03,308.1,0,1,7,97
load,bomb,load bomb,100,Not found,Not found,Not found,4.84,3,5,82.168,128.66,156.09,175.26,0,1,7,87
load,car,load car,100,9900,5.97,cars loaded,4.89,5,5,146.58,271.86,328.14,362.93,0,1,7,98
load,image,load image,100,17826,6.74,load images,3.85,9,5,179.93,316.21,370.25,403.89,0,1,7,95
load,log,load log,100,Not found,Not found,Not found,4.96,5,5,107.86,149.58,163.52,170.97,0,1,7,93
load,plane,load plane,100,1818,5.15,plane loaded,4.92,5,5,122.19,203.02,246.61,272.63,0,1,7,93
loan,money,loan money,100,11157,5.75,loaned money,4.54,3,1,103.44,164.62,189.47,205.68,0,1,1,97
lob,bomb,lob bomb,100,985,6.03,lobbing bombs,4.84,3,1,82.168,128.66,156.09,175.26,0,1,1,87
locate,area,locate area,100,38272,6.69,area located,3.72,6,4,263.68,404.24,463.02,501.91,0,1,25,88
locate,asset,locate asset,100,Not found,Not found,Not found,2.92,1,4,117.12,175.48,205.56,224.4,0,1,25,91
locate,bomb,locate bomb,100,Not found,Not found,Not found,4.84,3,4,82.168,128.66,156.09,175.26,0,1,25,87
locate,building,locate building,100,43638,7.53,building located,4.64,4,4,193.2,298.76,338.74,361.38,0,1,25,95
locate,car,locate car,100,Not found,Not found,Not found,4.89,5,4,146.58,271.86,328.14,362.93,0,1,25,98
locate,document,locate document,100,Not found,Not found,Not found,4.41,4,4,158.9,245.28,277.4,295.0,0,1,25,94
locate,door,locate door,100,9391,5.34,located next door to,4.81,5,4,145.33,240.25,284.65,309.98,0,1,25,99
locate,enemy,locate enemy,100,Not found,Not found,Not found,2.83,4,4,148.22,227.71,259.5,276.9,0,1,25,96
locate,fish,locate fish,100,Not found,Not found,Not found,5.0,4,4,164.99,237.0,271.35,292.14,0,1,25,98
locate,gate,locate gate,100,Not found,Not found,Not found,4.96,4,4,143.81,229.28,265.02,282.2,0,1,25,91
locate,ground,locate ground,100,Not found,Not found,Not found,4.77,11,4,207.06,291.84,324.49,350.64,0,1,25,89
locate,house,locate house,100,33634,7.04,house located,5.0,12,4,207.43,310.94,359.63,394.2,0,1,25,94
locate,log,locate log,100,Not found,Not found,Not found,4.96,5,4,107.86,149.58,163.52,170.97,0,1,25,93
locate,muscle,locate muscle,100,Not found,Not found,Not found,4.5,5,4,91.117,146.9,175.42,195.22,0,1,25,94
locate,officer,locate officer,100,Not found,Not found,Not found,4.8,4,4,200.25,288.09,326.95,352.01,0,1,25,91
locate,phone,locate phone,100,Not found,Not found,Not found,4.86,3,4,132.03,200.44,232.92,254.36,0,1,25,97
locate,plane,locate plane,100,Not found,Not found,Not found,4.92,5,4,122.19,203.02,246.61,272.63,0,1,25,93
locate,position,locate position,100,11305,5.35,position is located,2.62,16,4,229.38,325.34,362.4,380.34,0,1,25,96
locate,rock,locate rock,100,Not found,Not found,Not found,4.91,7,4,225.91,320.78,360.6,382.06,0,1,25,90
locate,satellite,locate satellite,100,Not found,Not found,Not found,4.73,3,4,85.82,137.67,159.56,170.31,0,1,25,67
locate,stone,locate stone,100,Not found,Not found,Not found,4.72,13,4,159.19,242.89,279.87,302.48,0,1,25,91
locate,structure,locate structure,100,9235,5.3,structure located,4.03,5,4,243.93,343.97,379.8,400.18,0,1,25,96
locate,target,locate target,100,Not found,Not found,Not found,4.11,5,4,165.15,233.33,258.47,270.78,0,1,25,95
locate,vehicle,locate vehicle,100,8960,5.34,vehicle is located,4.64,4,4,135.77,243.43,288.48,318.05,0,1,25,95
locate,window,locate window,100,Not found,Not found,Not found,4.86,8,4,140.8,244.66,291.16,317.16,0,1,25,95
lock,account,lock account,100,5044,5.63,account is locked,3.08,10,9,210.91,294.5,321.83,335.52,0,1,9,98
lock,ankle,lock ankle,100,Not found,Not found,Not found,4.81,1,9,41.848,89.279,125.92,148.97,0,1,9,69
lock,door,lock door,100,95584,9.91,locked the door,4.81,5,9,145.33,240.25,284.65,309.98,0,1,9,99
lock,eye,lock eye,100,26037,7.51,eyes locked,4.9,5,9,206.15,312.42,361.23,392.48,0,1,9,96
lock,gate,lock gate,100,11288,8.24,locked gate,4.96,4,9,143.81,229.28,265.02,282.2,0,1,9,91
lock,leg,lock leg,100,2230,5.27,legs locked,4.83,9,9,134.48,212.33,256.38,294.07,0,1,9,97
lock,phone,lock phone,100,4906,6.19,phone is locked,4.86,3,9,132.03,200.44,232.92,254.36,0,1,9,97
lock,thread,lock thread,100,6555,6.85,lock this thread,4.83,4,9,107.65,151.12,168.96,178.79,0,1,9,94
lock,window,lock window,100,3949,5.57,windows locked,4.86,8,9,140.8,244.66,291.16,317.16,0,1,9,95
log,visit,log visit,100,1396,4.98,logged visits,3.92,5,2,204.08,327.1,373.4,400.14,0,1,1,95
look,car,look car,100,10866,5.83,looking car,4.89,5,10,146.58,271.86,328.14,362.93,0,1,9,98
look,dog,look dog,100,2748,4.53,looking dog,4.85,7,10,104.88,197.0,248.38,285.38,0,1,9,98
look,eye,look eye,100,6133,5.06,eyes looked,4.9,5,10,206.15,312.42,361.23,392.48,0,1,9,96
look,face,look face,100,3896,4.94,looking face,4.87,13,10,234.58,343.73,395.03,428.46,0,1,9,97
look,hair,look hair,100,2867,4.71,looking hair,4.97,6,10,145.81,211.36,244.64,264.55,0,1,9,99
look,hip,look hip,100,Not found,Not found,Not found,4.21,5,10,90.411,129.73,157.16,172.63,0,1,9,91
look,picture,look picture,100,4781,4.77,looking picture,4.52,10,10,124.67,237.09,298.33,333.94,0,1,9,97
look,rock,look rock,100,Not found,Not found,Not found,4.91,7,10,225.91,320.78,360.6,382.06,0,1,9,90
look,winner,look winner,100,Not found,Not found,Not found,3.21,3,10,161.86,268.28,315.83,341.99,0,1,9,92
loom,crisis,loom crisis,100,8590,8.23,looming crisis,2.33,2,4,139.99,213.55,249.27,271.87,0,1,1,89
loose,weight,loose weight,100,6088,6.71,loosing weight,3.94,8,4,136.57,203.08,229.71,245.41,0,1,1,97
loosen,muscle,loosen muscle,100,2775,6.99,loosen the muscles,4.5,5,7,91.117,146.9,175.42,195.22,0,1,1,94
lose,account,lose account,100,Not found,Not found,Not found,3.08,10,11,210.91,294.5,321.83,335.52,0,1,82,98
lose,anchor,lose anchor,100,Not found,Not found,Not found,4.77,3,11,96.973,139.06,152.3,158.34,0,1,82,65
lose,army,lose army,100,Not found,Not found,Not found,4.7,3,11,127.38,213.56,259.99,294.17,0,1,82,96
lose,asset,lose asset,100,Not found,Not found,Not found,2.92,1,11,117.12,175.48,205.56,224.4,0,1,82,91
lose,attention,lose attention,100,Not found,Not found,Not found,2.3,6,11,133.07,191.66,213.39,223.75,0,1,82,96
lose,ball,lose ball,100,Not found,Not found,Not found,5.0,12,11,152.85,224.94,253.8,268.96,0,1,82,99
lose,balloon,lose balloon,100,Not found,Not found,Not found,4.92,2,11,82.715,117.6,132.65,140.92,0,1,82,83
lose,bead,lose bead,100,Not found,Not found,Not found,4.9,3,11,78.865,116.76,135.58,146.95,0,1,82,74
lose,blood,lose blood,100,Not found,Not found,Not found,4.86,5,11,132.86,194.1,218.83,232.67,0,1,82,97
lose,boat,lose boat,100,Not found,Not found,Not found,4.93,2,11,139.06,231.66,280.03,308.1,0,1,82,97
lose,bone,lose bone,100,Not found,Not found,Not found,4.9,3,11,113.62,182.3,215.25,233.86,0,1,82,90
lose,breath,lose breath,100,Not found,Not found,Not found,4.36,5,11,72.307,105.92,123.28,131.92,0,1,82,85
lose,campaign,lose campaign,100,Not found,Not found,Not found,3.0,4,11,234.82,326.5,365.57,390.31,0,1,82,93
lose,challenge,lose challenge,100,Not found,Not found,Not found,2.11,5,11,158.7,224.89,250.88,263.63,0,1,82,93
lose,chance,lose chance,100,17366,5.48,lose the chance,1.64,5,11,145.16,211.81,236.5,250.46,0,1,82,97
lose,charge,lose charge,100,Not found,Not found,Not found,2.96,15,11,190.91,262.88,290.47,306.26,0,1,82,93
lose,child,lose child,100,40476,6.37,lost a child,4.78,4,11,201.04,295.22,346.37,384.22,0,1,82,97
lose,competition,lose competition,100,Not found,Not found,Not found,3.86,4,11,146.29,235.72,281.35,307.68,0,1,82,90
lose,confidence,lose confidence,100,31005,6.74,lost confidence,2.17,5,11,114.6,160.91,178.32,187.72,0,1,82,95
lose,contract,lose contract,100,Not found,Not found,Not found,4.15,3,11,157.64,239.45,272.05,289.2,0,1,82,93
lose,crop,lose crop,100,Not found,Not found,Not found,4.24,6,11,130.57,186.59,211.43,228.77,0,1,82,94
lose,deal,lose deal,100,Not found,Not found,Not found,3.1,9,11,162.55,254.97,291.8,311.14,0,1,82,98
lose,debate,lose debate,100,Not found,Not found,Not found,3.18,2,11,184.93,291.91,338.79,365.58,0,1,82,94
lose,dog,lose dog,100,Not found,Not found,Not found,4.85,7,11,104.88,197.0,248.38,285.38,0,1,82,98
lose,dream,lose dream,100,Not found,Not found,Not found,2.6,6,11,147.1,213.55,239.31,254.22,0,1,82,93
lose,ego,lose ego,100,Not found,Not found,Not found,1.74,3,11,71.854,105.1,119.65,127.07,0,1,82,72
lose,election,lose election,100,49799,7.39,lost the election,3.17,4,11,169.32,244.01,275.67,294.49,0,1,82,94
lose,eye,lose eye,100,Not found,Not found,Not found,4.9,5,11,206.15,312.42,361.23,392.48,0,1,82,96
lose,face,lose face,100,Not found,Not found,Not found,4.87,13,11,234.58,343.73,395.03,428.46,0,1,82,97
lose,fear,lose fear,100,Not found,Not found,Not found,2.57,3,11,208.48,300.15,342.67,365.02,0,1,82,97
lose,fight,lose fight,100,24434,6.41,lost the fight,4.2,5,11,166.91,274.84,323.71,354.02,0,1,82,93
lose,fish,lose fish,100,Not found,Not found,Not found,5.0,4,11,164.99,237.0,271.35,292.14,0,1,82,98
lose,flesh,lose flesh,100,Not found,Not found,Not found,4.59,3,11,117.07,169.48,189.27,199.45,0,1,82,80
lose,fluid,lose fluid,100,Not found,Not found,Not found,4.73,2,11,107.21,168.71,197.48,212.55,0,1,82,88
lose,fund,lose fund,100,Not found,Not found,Not found,3.18,3,11,147.28,207.45,229.19,247.48,0,1,82,94
lose,glass,lose glass,100,Not found,Not found,Not found,4.82,7,11,149.6,219.89,246.25,262.92,0,1,82,92
lose,gravity,lose gravity,100,Not found,Not found,Not found,2.86,3,11,73.094,104.58,115.01,120.81,0,1,82,78
lose,ground,lose ground,100,45446,7.2,lost ground,4.77,11,11,207.06,291.84,324.49,350.64,0,1,82,89
lose,habit,lose habit,100,Not found,Not found,Not found,2.76,6,11,124.43,184.5,207.67,221.79,0,1,82,85
lose,hair,lose hair,100,18058,5.89,losing hair,4.97,6,11,145.81,211.36,244.64,264.55,0,1,82,99
lose,hand,lose hand,100,Not found,Not found,Not found,4.72,14,11,269.2,382.64,427.86,454.46,0,1,82,96
lose,harvest,lose harvest,100,Not found,Not found,Not found,4.0,4,11,101.17,144.38,158.59,165.35,0,1,82,82
lose,history,lose history,100,Not found,Not found,Not found,2.96,5,11,244.12,342.42,382.02,402.74,0,1,82,98
lose,hope,lose hope,100,46362,7.29,lose hope,1.25,6,11,166.95,241.91,272.45,287.77,0,1,82,93
lose,house,lose house,100,Not found,Not found,Not found,5.0,12,11,207.43,310.94,359.63,394.2,0,1,82,94
lose,infant,lose infant,100,Not found,Not found,Not found,4.93,1,11,95.378,142.86,165.46,180.78,0,1,82,71
lose,joy,lose joy,100,Not found,Not found,Not found,2.37,2,11,107.12,161.36,189.58,205.58,0,1,82,88
lose,leg,lose leg,100,21571,6.19,lost a leg,4.83,9,11,134.48,212.33,256.38,294.07,0,1,82,97
lose,load,lose load,100,Not found,Not found,Not found,3.63,9,11,139.13,209.14,235.35,251.18,0,1,82,98
lose,mind,lose mind,100,56843,7.45,lost his mind,2.5,7,11,197.15,276.78,313.43,334.55,0,1,82,98
lose,momentum,lose momentum,100,21651,6.3,lost momentum,2.5,2,11,79.992,112.44,123.59,129.88,0,1,82,89
lose,money,lose money,100,137017,8.19,lose money,4.54,3,11,103.44,164.62,189.47,205.68,0,1,82,97
lose,muscle,lose muscle,100,Not found,Not found,Not found,4.5,5,11,91.117,146.9,175.42,195.22,0,1,82,94
lose,officer,lose officer,100,Not found,Not found,Not found,4.8,4,11,200.25,288.09,326.95,352.01,0,1,82,91
lose,party,lose party,100,Not found,Not found,Not found,3.89,5,11,161.4,244.31,287.75,312.33,0,1,82,92
lose,passion,lose passion,100,Not found,Not found,Not found,2.3,7,11,119.78,201.4,232.88,253.47,0,1,82,95
lose,phone,lose phone,100,Not found,Not found,Not found,4.86,3,11,132.03,200.44,232.92,254.36,0,1,82,97
lose,plane,lose plane,100,Not found,Not found,Not found,4.92,5,11,122.19,203.02,246.61,272.63,0,1,82,93
lose,player,lose player,100,20513,5.74,losing players,4.15,5,11,226.69,338.56,382.77,407.1,0,1,82,94
lose,position,lose position,100,24968,6.03,lost his position,2.62,16,11,229.38,325.34,362.4,380.34,0,1,82,96
lose,potential,lose potential,100,Not found,Not found,Not found,1.91,2,11,154.16,221.87,249.35,265.29,0,1,82,97
lose,pride,lose pride,100,Not found,Not found,Not found,1.66,5,11,105.29,146.53,161.59,171.11,0,1,82,84
lose,privacy,lose privacy,100,Not found,Not found,Not found,1.5,2,11,60.69,97.554,110.21,116.38,0,1,82,93
lose,profit,lose profit,100,Not found,Not found,Not found,3.07,2,11,59.81,135.58,177.33,201.82,0,1,82,95
lose,reputation,lose reputation,100,Not found,Not found,Not found,1.64,3,11,181.29,254.1,285.24,303.63,0,1,82,96
lose,satellite,lose satellite,100,Not found,Not found,Not found,4.73,3,11,85.82,137.67,159.56,170.31,0,1,82,67
lose,secret,lose secret,100,Not found,Not found,Not found,2.19,3,11,106.43,149.86,166.24,174.76,0,1,82,90
lose,skill,lose skill,100,Not found,Not found,Not found,2.17,2,11,158.2,237.46,270.14,289.39,0,1,82,86
lose,smile,lose smile,100,Not found,Not found,Not found,4.5,1,11,103.53,159.95,184.24,198.92,0,1,82,85
lose,soldier,lose soldier,100,Not found,Not found,Not found,4.72,2,11,146.17,236.65,278.07,301.43,0,1,82,89
lose,stone,lose stone,100,Not found,Not found,Not found,4.72,13,11,159.19,242.89,279.87,302.48,0,1,82,91
lose,talent,lose talent,100,Not found,Not found,Not found,2.19,2,11,149.46,215.84,243.88,261.1,0,1,82,94
lose,tax,lose tax,100,Not found,Not found,Not found,3.89,1,11,84.254,125.94,147.02,164.68,0,1,82,91
lose,territory,lose territory,100,Not found,Not found,Not found,3.41,3,11,170.99,267.54,308.58,331.65,0,1,82,91
lose,terror,lose terror,100,Not found,Not found,Not found,2.43,4,11,89.753,127.38,141.12,150.15,0,1,82,78
lose,thread,lose thread,100,Not found,Not found,Not found,4.83,4,11,107.65,151.12,168.96,178.79,0,1,82,94
lose,time,lose time,100,96550,6.58,lost time,3.07,10,11,273.83,408.51,469.17,512.74,0,1,82,95
lose,tone,lose tone,100,Not found,Not found,Not found,3.07,10,11,168.02,248.56,285.18,303.36,0,1,82,94
lose,trust,lose trust,100,Not found,Not found,Not found,2.04,6,11,146.8,212.51,243.01,258.24,0,1,82,95
lose,voter,lose voter,100,Not found,Not found,Not found,3.93,1,11,113.27,163.03,184.22,197.0,0,1,82,88
lose,water,lose water,100,Not found,Not found,Not found,5.0,6,11,232.15,324.2,362.8,390.59,0,1,82,97
lose,weight,lose weight,100,292926,9.86,to lose weight,3.94,8,11,136.57,203.08,229.71,245.41,0,1,82,97
love,attention,love attention,100,8619,4.77,loves attention,2.3,6,4,133.07,191.66,213.39,223.75,0,1,62,96
love,balloon,love balloon,100,Not found,Not found,Not found,4.92,2,4,82.715,117.6,132.65,140.92,0,1,62,83
love,basket,love basket,100,Not found,Not found,Not found,5.0,4,4,92.968,137.82,159.48,172.87,0,1,62,88
love,bead,love bead,100,Not found,Not found,Not found,4.9,3,4,78.865,116.76,135.58,146.95,0,1,62,74
love,beer,love beer,100,Not found,Not found,Not found,4.88,1,4,74.267,130.5,169.11,196.91,0,1,62,93
love,boat,love boat,100,Not found,Not found,Not found,4.93,2,4,139.06,231.66,280.03,308.1,0,1,62,97
love,butter,love butter,100,Not found,Not found,Not found,4.9,2,4,82.231,121.23,150.89,172.76,0,1,62,81
love,car,love car,100,19841,5.97,love cars,4.89,5,4,146.58,271.86,328.14,362.93,0,1,62,98
love,challenge,love challenge,100,13544,5.53,love the challenge,2.11,5,4,158.7,224.89,250.88,263.63,0,1,62,93
love,chance,love chance,100,Not found,Not found,Not found,1.64,5,4,145.16,211.81,236.5,250.46,0,1,62,97
love,child,love child,100,36337,6.44,love children,4.78,4,4,201.04,295.22,346.37,384.22,0,1,62,97
love,competition,love competition,100,Not found,Not found,Not found,3.86,4,4,146.29,235.72,281.35,307.68,0,1,62,90
